Protein Id	Gene Symbol	Description	Group ID	Number of peptides	Collapsed	Parsimony	default~rq_126_sn sum	default~rq_127n_sn sum	default~rq_127c_sn sum	default~rq_128n_sn sum	default~rq_128c_sn sum	default~rq_129n_sn sum	default~rq_129c_sn sum	default~rq_130n_sn sum	default~rq_130c_sn sum	default~rq_131_sn sum	default~rq_131c_sn sum
sp|Q9P2E9-2|RRBP1_HUMAN	RRBP1	RRBP1_HUMAN Isoform 1 of Ribosome-binding protein 1	69	2	C	UR	471.209	299.781	594.219	490.117	958.078	367.185	420.126	362.337	679.257	901.902	1060.27
sp|Q8N4C6-7|NIN_HUMAN	NIN	NIN_HUMAN Isoform 7 of Ninein	69	6	C	UR	342.841	426.741	311.7	548.436	336.465	585.855	429.096	612.589	692.768	463.166	515.149
sp|P23381|SYWC_HUMAN	WARS	SYWC_HUMAN Tryptophan--tRNA ligase, cytoplasmic	70	139	C	UR	25089.1	33681.6	30571.3	23546.5	21460.6	32302.9	21673.7	18668.1	25231.2	14378	17251.7
sp|P35221|CTNA1_HUMAN	CTNNA1	CTNA1_HUMAN Catenin alpha-1	71	330	C	UR	163879	11091	88371.1	48343	22000.3	48991	58892.7	34020.2	36538.9	43711.7	46085.7
sp|P26232|CTNA2_HUMAN	CTNNA2	CTNA2_HUMAN Catenin alpha-2	71	52	C	UR	23211.8	1627.37	11959.2	6928.69	3160.11	6891.93	8502.43	4889.16	5387.08	8338.99	7915.63
sp|Q96C19|EFHD2_HUMAN	EFHD2	EFHD2_HUMAN EF-hand domain-containing protein D2	72	88	C	UR	8038.48	18926.4	8250.39	16036.5	6887.4	40359.2	9643.92	9251.97	17712.4	13725.5	14140.7
sp|Q9BUP0|EFHD1_HUMAN	EFHD1	EFHD1_HUMAN EF-hand domain-containing protein D1	72	49	C	UR	10224.5	20595.3	11938.5	18976.6	6494.61	2704.39	5746.36	1766.82	1257.5	2890.22	3231.66
sp|Q9GZT9|EGLN1_HUMAN	EGLN1	EGLN1_HUMAN Egl nine homolog 1	73	38	C	UR	3868.92	5710.92	2568.06	7076.77	6367.19	8067.98	8056.23	13810.5	8163.33	6032.42	5865.03
sp|P42771-4|CD2A1_HUMAN	CDKN2A	CD2A1_HUMAN Isoform 5 of Cyclin-dependent kinase inhibitor 2A, isoforms 1/2/3	74	30	C	UR	693.053	861.193	969.693	1156.36	1114.89	11905.6	11328.9	14861.8	1399.17	1442.22	725.063
sp|Q9Y3B7|RM11_HUMAN	MRPL11	RM11_HUMAN 39S ribosomal protein L11, mitochondrial	75	60	C	UR	17401.9	11682.7	17896.7	12178.3	10299.9	13658	12126.1	9752.32	9208.03	12432.8	12128.2
sp|Q96T51|RUFY1_HUMAN	RUFY1	RUFY1_HUMAN RUN and FYVE domain-containing protein 1	76	99	C	UR	16251.8	19071.7	10167.2	15617.7	23805.6	20312	12607	16984.6	10805.4	16002.2	15764.3
sp|Q8WXA3|RUFY2_HUMAN	RUFY2	RUFY2_HUMAN RUN and FYVE domain-containing protein 2	76	32	C	UR	2491.45	4065	4613.21	5707.66	5806.26	3750.35	2990.19	3805.24	6543.53	4938.37	4411.46
sp|P54578|UBP14_HUMAN	USP14	UBP14_HUMAN Ubiquitin carboxyl-terminal hydrolase 14	76	186	C	UR	15412	22580.2	40208	44525.1	9896.44	20264.5	40837	30865	35205.9	22554.5	21784.5
sp|Q7L099-3|RUFY3_HUMAN	RUFY3	RUFY3_HUMAN Isoform 3 of Protein RUFY3	76	17	C	UR	1959.58	2942.64	1353.39	2106.48	3819.24	1227.55	1801.63	2199.66	2641.07	1645.62	1569.61
sp|Q7L099-2|RUFY3_HUMAN	RUFY3	RUFY3_HUMAN Isoform 2 of Protein RUFY3	76	4	C	UR	246.013	544.01	143.005	210.671	453.764	146.774	261.757	291.998	448.674	175.036	198.059
sp|Q5RKV6|EXOS6_HUMAN	EXOSC6	EXOS6_HUMAN Exosome complex component MTR3	77	36	C	UR	2820.82	3085.32	2735.87	3289.36	1518.52	4514.27	2647.09	5502.29	3596.84	4063.1	4010.63
sp|Q9H147|TDIF1_HUMAN	DNTTIP1	TDIF1_HUMAN Deoxynucleotidyltransferase terminal-interacting protein 1	78	33	C	UR	3210.58	5493.59	6410.54	4943.85	6843.26	8076.77	6677.54	4181.53	5368.14	6348.67	6347.17
sp|O14497|ARI1A_HUMAN	ARID1A	ARI1A_HUMAN AT-rich interactive domain-containing protein 1A	79	157	C	UR	25943.6	20961.5	18595	23541.4	19390.3	25863.9	39401.8	29383.3	15204.2	28772.7	28506.7
sp|Q8NFD5-3|ARI1B_HUMAN	ARID1B	ARI1B_HUMAN Isoform 3 of AT-rich interactive domain-containing protein 1B	79	83	C	UR	10196.8	14930.9	12256.2	10196.8	13663.2	13155.8	11011.2	9695.12	13161.6	9563.02	8843.92
sp|Q9BQS8|FYCO1_HUMAN	FYCO1	FYCO1_HUMAN FYVE and coiled-coil domain-containing protein 1	80	124	C	UR	19613.2	21159	19168.8	21260.5	31226.8	12338.1	19347	12460.7	10666.5	12988.5	12850
sp|Q9NUP1|BL1S4_HUMAN	BLOC1S4	BL1S4_HUMAN Biogenesis of lysosome-related organelles complex 1 subunit 4	81	19	C	UR	2805.76	2385.93	2214.03	2777.23	3702.93	2003.23	2012.97	2371.39	3181.42	2578.3	2255.15
sp|P13807|GYS1_HUMAN	GYS1	GYS1_HUMAN Glycogen [starch] synthase, muscle	82	51	C	UR	8014.23	5720.54	6659.04	12546.8	8927.04	4788.24	7972.61	7906.64	11461.4	11737.4	12365.4
sp|P51970|NDUA8_HUMAN	NDUFA8	NDUA8_HUMAN NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 8	83	25	C	UR	6609.39	2756.47	4536.4	3284.87	4193.64	2198.91	3620.55	3090.89	3031.81	3594.66	4991.59
sp|Q9GZU3|TM39B_HUMAN	TMEM39B	TM39B_HUMAN Transmembrane protein 39B	84	5	C	UR	369.767	487.584	274.149	433.569	230.917	831.805	599.807	778.311	785.268	676.967	681.193
sp|Q9BR61|ACBD6_HUMAN	ACBD6	ACBD6_HUMAN Acyl-CoA-binding domain-containing protein 6	85	19	C	UR	1962.33	3294.71	2640.72	2970.33	2940.52	3208.14	2545.74	3416.37	4062.35	3336.45	3454.66
sp|Q53GG5-2|PDLI3_HUMAN	PDLIM3	PDLI3_HUMAN Isoform 2 of PDZ and LIM domain protein 3	86	14	C	UR	873.326	8563.22	1834.79	1067.25	755.299	854.322	562.399	4118.9	1886.25	1094.9	1597.78
sp|P08107|HSP71_HUMAN	HSPA1A	HSP71_HUMAN Heat shock 70 kDa protein 1A/1B	87	680	C	UR	51833.3	139418	113991	80126.2	248602	55746.1	101670	124197	50782.1	80585.9	65718.2
sp|P34931|HS71L_HUMAN	HSPA1L	HS71L_HUMAN Heat shock 70 kDa protein 1-like	87	9	C	UR	669.574	1104.53	1735.32	871.927	3769.3	939.768	1134.21	1094.03	988.918	723.821	925.209
sp|P11021|GRP78_HUMAN	HSPA5	GRP78_HUMAN 78 kDa glucose-regulated protein	87	799	C	UR	147765	112860	222052	104993	106867	122199	145467	103465	88587	135838	141716
sp|P38646|GRP75_HUMAN	HSPA9	GRP75_HUMAN Stress-70 protein, mitochondrial	87	677	C	UR	171359	142925	104924	86226.9	109629	99842.5	85241.7	75465.1	68093.5	91136.8	96431.9
sp|P11142|HSP7C_HUMAN	HSPA8	HSP7C_HUMAN Heat shock cognate 71 kDa protein	87	1046	C	UR	120152	144102	149020	209344	135844	182739	179458	172240	169669	152096	149772
sp|P54652|HSP72_HUMAN	HSPA2	HSP72_HUMAN Heat shock-related 70 kDa protein 2	87	63	C	UR	3840.73	4576.6	5392.67	2623.95	61050.5	5247.61	9602.96	5427.78	9302.11	3710.24	5979.16
tr|E9PN89|E9PN89_HUMAN	HSPA8	E9PN89_HUMAN Heat shock cognate 71 kDa protein (Fragment)	87	5	C	UR	511.613	228.699	518.444	648.054	431.869	642.305	620.313	570.35	601.199	202.24	796.72
sp|Q96NB2|SFXN2_HUMAN	SFXN2	SFXN2_HUMAN Sideroflexin-2	88	25	C	UR	2731.73	9086.63	2779.95	3924.14	8954.86	2822.17	4600.3	1575.48	1156.36	4153.33	4256.51
sp|Q9Y618|NCOR2_HUMAN	NCOR2	NCOR2_HUMAN Nuclear receptor corepressor 2	89	170	C	UR	18635.5	33555.4	33792.2	39817.5	33214.4	25291	29223.8	25152.3	21755.3	23454.7	24149.2
sp|O75376|NCOR1_HUMAN	NCOR1	NCOR1_HUMAN Nuclear receptor corepressor 1	89	133	C	UR	23089.3	16602	10083.3	15002.8	14614.7	19638.3	29481.5	17006	17759.1	20348.7	21285.9
sp|O75326|SEM7A_HUMAN	SEMA7A	SEM7A_HUMAN Semaphorin-7A	90	20	C	UR	541.853	413.662	628.892	772.283	563.936	4464.39	2134.79	4395.93	8723.04	5369.57	4107.91
sp|Q9NVU7|SDA1_HUMAN	SDAD1	SDA1_HUMAN Protein SDA1 homolog	91	66	C	UR	10811.8	8399.19	6224.87	12401.8	7721.48	11746.9	16452.1	16142.5	8164.93	14135.8	13136.4
sp|Q15063|POSTN_HUMAN	POSTN	POSTN_HUMAN Periostin	92	19	C	UR	736.98	628.332	972.029	581.209	668.157	1058.63	1201.7	2494.84	2522.92	8702.52	13627.5
sp|Q8TAE8|G45IP_HUMAN	GADD45GIP1	G45IP_HUMAN Growth arrest and DNA damage-inducible proteins-interacting protein 1	93	49	C	UR	9880.26	6984.01	9631.85	6050.49	5073.44	7681.49	6419.08	4661.56	5449.09	7621.76	7652.32
sp|Q7L2E3-2|DHX30_HUMAN	DHX30	DHX30_HUMAN Isoform 2 of Putative ATP-dependent RNA helicase DHX30	94	228	C	UR	35908.8	25961.2	15927.6	24335.7	31515.6	49520.9	59722.9	48148.4	21990.1	38716.1	41986.1
sp|O15269|SPTC1_HUMAN	SPTLC1	SPTC1_HUMAN Serine palmitoyltransferase 1	95	103	C	UR	28674.4	13489.6	11351.3	14666.7	12836.4	11527.6	11948.4	11417.5	11930.7	13127.7	12837.3
sp|Q14008-3|CKAP5_HUMAN	CKAP5	CKAP5_HUMAN Isoform 3 of Cytoskeleton-associated protein 5	96	367	C	UR	29221.1	60775.2	62845.2	65608.4	69882.9	70843.8	98469.1	99755.5	102782	74253.8	70729.2
sp|Q7Z392|TPC11_HUMAN	TRAPPC11	TPC11_HUMAN Trafficking protein particle complex subunit 11	97	54	C	UR	7202.75	6837.2	5789.51	11417.9	9884.27	7201.26	6841.68	5406.66	9034.06	6324.17	5754.6
sp|Q6JQN1|ACD10_HUMAN	ACAD10	ACD10_HUMAN Acyl-CoA dehydrogenase family member 10	98	53	C	UR	23560.3	9471.76	11802	8959.38	8090.76	10602.2	7365.05	4477.15	5746.46	7238.26	6716.87
sp|P05091|ALDH2_HUMAN	ALDH2	ALDH2_HUMAN Aldehyde dehydrogenase, mitochondrial	98	193	C	UR	4915.9	146734	53020.6	19684	21430.7	8770.71	17580.1	8390.05	7785.24	40542.6	31649
sp|P30837|AL1B1_HUMAN	ALDH1B1	AL1B1_HUMAN Aldehyde dehydrogenase X, mitochondrial	98	119	C	UR	21872.5	18181.3	22265	15709	20270.1	10386.1	27341.1	15884	28749.8	24358.9	24786.4
sp|P47895|AL1A3_HUMAN	ALDH1A3	AL1A3_HUMAN Aldehyde dehydrogenase family 1 member A3	98	98	C	UR	3604.03	2628.42	36602.5	5841.5	6627.29	102767	4391.91	8916.52	3533.13	7299.93	10716.2
sp|P00352|AL1A1_HUMAN	ALDH1A1	AL1A1_HUMAN Retinal dehydrogenase 1	98	48	C	UR	22827.1	1452.99	2430.99	1371.57	3555.59	908.058	46501.7	1195.88	2999.58	1532.05	1934.88
sp|O94788|AL1A2_HUMAN	ALDH1A2	AL1A2_HUMAN Retinal dehydrogenase 2	98	28	C	UR	4385.79	9892.6	9882.11	4468.89	5766.02	19209.8	5190.73	2802.83	4407.54	5954.6	5173.39
sp|Q8N0Z6|TTC5_HUMAN	TTC5	TTC5_HUMAN Tetratricopeptide repeat protein 5	99	20	C	UR	1306.16	1096.46	2314.4	2276.02	2378.98	2331.46	2865.37	4377.45	2606.93	2285.41	2184.83
sp|P31948|STIP1_HUMAN	STIP1	STIP1_HUMAN Stress-induced-phosphoprotein 1	100	402	C	UR	36066.7	52961.9	108843	66499.9	98228.4	120098	74737.9	105158	79366.4	60830.5	67426.1
sp|P50502|F10A1_HUMAN	ST13	F10A1_HUMAN Hsc70-interacting protein	100	132	C	UR	18236.1	37219.3	35477.6	25498.1	38977	15233.5	19026.5	24577.2	31318.1	16847	19286.5
sp|Q92574|TSC1_HUMAN	TSC1	TSC1_HUMAN Hamartin	101	19	C	UR	3232.25	2693.46	3657.18	4578.57	4209.9	4078.15	4491.38	6177.37	4700.98	3937.46	3704
sp|Q13423|NNTM_HUMAN	NNT	NNTM_HUMAN NAD(P) transhydrogenase, mitochondrial	102	176	C	UR	6818.24	29850.6	12729.1	60219.9	29904.8	56305.5	46971.5	34232.5	16479.1	63470.7	56252.9
sp|Q6ZTW0|TPGS1_HUMAN	TPGS1	TPGS1_HUMAN Tubulin polyglutamylase complex subunit 1	103	2	C	UR	280.153	284.951	247.823	270.779	258.771	521.808	549.32	519.492	690.858	453.374	437.676
sp|P35251|RFC1_HUMAN	RFC1	RFC1_HUMAN Replication factor C subunit 1	104	132	C	UR	14432.5	8962.06	17582.5	17687.7	29709.3	38591.4	30699.7	36610.5	27448.6	22167.2	21817.4
sp|O15287|FANCG_HUMAN	FANCG	FANCG_HUMAN Fanconi anemia group G protein	105	7	C	UR	278.291	413.01	279.531	435.59	268.521	626.001	516.602	853.784	669.999	655.802	561.186
sp|P29728|OAS2_HUMAN	OAS2	OAS2_HUMAN 2'-5'-oligoadenylate synthase 2	105	38	C	UR	1504.74	62730.8	2236.97	5001.39	1403.35	8335.61	1163.62	1421.04	1367.73	2493.49	2708.75
sp|Q92575|UBXN4_HUMAN	UBXN4	UBXN4_HUMAN UBX domain-containing protein 4	106	71	C	UR	16317.9	12302.9	13412.6	8214.32	11383.4	8379.26	6918.2	8788.24	7274.94	12173.1	7655.52
sp|Q12955|ANK3_HUMAN	ANK3	ANK3_HUMAN Ankyrin-3	107	125	C	UR	19933.7	41793.5	18590.8	13344.1	21189.4	16452.8	35528.5	4525.51	5970.14	16988	18448.6
sp|Q01484|ANK2_HUMAN	ANK2	ANK2_HUMAN Ankyrin-2	107	6	C	UR	1564.19	1483.07	1806.86	1623.98	1035.29	1552.87	2852.39	1817.5	1118.47	1298.12	1182.8
sp|Q9Y4W6|AFG32_HUMAN	AFG3L2	AFG32_HUMAN AFG3-like protein 2	107	178	C	UR	41134.1	38827.4	47110.5	36794.6	24588.2	21205.4	47894.6	30647.2	28014.3	31584.1	28480.1
sp|P52848|NDST1_HUMAN	NDST1	NDST1_HUMAN Bifunctional heparan sulfate N-deacetylase/N-sulfotransferase 1	108	35	C	UR	5745.27	8137.91	5774.03	4733.39	6916.3	3954.73	9631.83	2096.98	4098.62	3729.13	3954.37
sp|P52849|NDST2_HUMAN	NDST2	NDST2_HUMAN Bifunctional heparan sulfate N-deacetylase/N-sulfotransferase 2	108	4	C	UR	285.366	410.552	365.401	341.095	407.207	295.145	319.931	275.942	397.387	404.429	366.189
sp|Q96GI7|FA89A_HUMAN	FAM89A	FA89A_HUMAN Protein FAM89A	109	7	C	UR	621.687	153.304	418.48	418.411	926.74	405.2	2599.32	318.728	542.583	500.352	402.932
sp|O60885|BRD4_HUMAN	BRD4	BRD4_HUMAN Bromodomain-containing protein 4	110	129	C	UR	19448.6	21287.3	18762	16229.1	17116.8	32464.8	19973.7	23380.5	25953.2	25252.4	25835.6
sp|Q15059|BRD3_HUMAN	BRD3	BRD3_HUMAN Bromodomain-containing protein 3	110	59	C	UR	7754.35	8792.17	16060	11848.7	12468.3	11906.5	11749.6	9511.81	8950.71	7792.85	7058.59
sp|P25440-2|BRD2_HUMAN	BRD2	BRD2_HUMAN Isoform 2 of Bromodomain-containing protein 2	110	69	C	UR	9976.08	11678.5	6542.19	8688.85	9256.39	13296.7	14787.2	19391.4	11911.2	13186.7	14372.8
sp|Q8NAF0|ZN579_HUMAN	ZNF579	ZN579_HUMAN Zinc finger protein 579	111	11	C	UR	1417.1	1271.15	2160.57	2383.46	1949.98	2036.84	2580.15	1577.71	1629.73	1606.5	2221.28
sp|P56945-6|BCAR1_HUMAN	BCAR1	BCAR1_HUMAN Isoform 6 of Breast cancer anti-estrogen resistance protein 1	112	67	C	UR	10198.9	14530.8	7521.62	8680.55	5915.05	12248	6501.66	9112.48	6023.72	8615.8	9147.65
sp|Q14511-3|CASL_HUMAN	NEDD9	CASL_HUMAN Isoform 3 of Enhancer of filamentation 1	112	10	C	UR	533.793	1361.96	751.07	675.237	1325.7	1449.97	1067.91	2727.67	689.966	1124.62	1084.23
sp|P29597|TYK2_HUMAN	TYK2	TYK2_HUMAN Non-receptor tyrosine-protein kinase TYK2	113	17	C	UR	2958.69	2232.81	2222.66	2578.81	2475.49	2158.5	3761.04	3727.55	3213.52	4074.4	3808.06
sp|P23458|JAK1_HUMAN	JAK1	JAK1_HUMAN Tyrosine-protein kinase JAK1	113	63	C	UR	6913.13	9495.01	6349.87	10280.8	8965.45	11393.4	11276.4	14373.4	13792.1	16560.2	15576.8
sp|O60674|JAK2_HUMAN	JAK2	JAK2_HUMAN Tyrosine-protein kinase JAK2	113	2	C	UR	495.081	414.159	131.299	233.325	116.939	226.882	265.299	509.36	270.262	263.954	223.054
sp|Q13470|TNK1_HUMAN	TNK1	TNK1_HUMAN Non-receptor tyrosine-protein kinase TNK1	114	12	C	UR	1654.22	2039.33	1320.43	2706.56	1892.95	958.625	1395.2	603.992	1429.89	1545.71	1662.68
sp|P98172|EFNB1_HUMAN	EFNB1	EFNB1_HUMAN Ephrin-B1	115	36	C	UR	1837.66	1058.15	1942.87	1757.19	2018.04	11845.9	7370.89	17141	3977.03	8518.56	7769.51
sp|Q8WZA9|IRGQ_HUMAN	IRGQ	IRGQ_HUMAN Immunity-related GTPase family Q protein	116	71	C	UR	6587.22	9811.74	15134.1	12221.3	12480.4	4716.55	5413.57	5450.96	6895.32	8349.63	9749.79
sp|O60716-3|CTND1_HUMAN	CTNND1	CTND1_HUMAN Isoform 1AC of Catenin delta-1	117	291	C	UR	132097	15479.5	69837.3	26121.9	31143.1	27881.9	33029.4	27685.7	30332.9	35069.5	40579.5
sp|Q9NV92|NFIP2_HUMAN	NDFIP2	NFIP2_HUMAN NEDD4 family-interacting protein 2	118	3	C	UR	160.593	84.3882	205.941	134.536	113.094	131.889	144.653	546.693	158.893	738.78	618.285
sp|Q9BTC0|DIDO1_HUMAN	DIDO1	DIDO1_HUMAN Death-inducer obliterator 1	119	237	C	UR	27784.1	28944.5	42737.4	42567	33645.1	38299.5	26655.1	25194.5	31705.2	31152	31731.3
sp|Q92576|PHF3_HUMAN	PHF3	PHF3_HUMAN PHD finger protein 3	119	171	C	UR	18218.9	24990.3	25117.3	16134.7	25840	33071.2	37331.2	38176.1	34244.5	28568.8	30646.7
sp|Q14498-2|RBM39_HUMAN	RBM39	RBM39_HUMAN Isoform 2 of RNA-binding protein 39	120	167	C	UR	19712.1	21942.6	21152.4	23236.5	24449.8	30279.5	27436.1	25820.5	21953.8	27341.6	28216.4
sp|Q86U06|RBM23_HUMAN	RBM23	RBM23_HUMAN Probable RNA-binding protein 23	120	5	C	UR	952.474	653.007	2145.49	1532.38	1604.28	2718.2	1199.46	2726.48	1810.45	1770.5	1797.53
sp|Q15042|RB3GP_HUMAN	RAB3GAP1	RB3GP_HUMAN Rab3 GTPase-activating protein catalytic subunit	121	153	C	UR	22695.9	35872.4	45188.2	30619.3	30055.4	28795.3	24782.3	26408.7	22242.2	21704	21435.1
sp|Q17R98|ZN827_HUMAN	ZNF827	ZN827_HUMAN Zinc finger protein 827	122	23	C	UR	6296.59	2909.73	2819.41	2337.85	2902.03	2747.85	4635.73	2134.57	2260.41	2083.3	2117.36
sp|Q9NX63|CHCH3_HUMAN	CHCHD3	CHCH3_HUMAN Coiled-coil-helix-coiled-coil-helix domain-containing protein 3, mitochondrial	123	74	C	UR	24059.5	18227.6	12337.8	10323.6	11598.6	14451.4	14024.1	13734.3	9387.22	12671.4	13567.1
sp|A5YKK6|CNOT1_HUMAN	CNOT1	CNOT1_HUMAN CCR4-NOT transcription complex subunit 1	124	263	C	UR	37128.8	33705.3	41508	62223.3	44962.1	32645.9	42795.8	55089.2	45694.8	43359	39791.7
sp|Q86YT6|MIB1_HUMAN	MIB1	MIB1_HUMAN E3 ubiquitin-protein ligase MIB1	125	40	C	UR	4967.56	4563.77	4439.2	5908.88	4868.59	6106.4	5426.15	5970.41	7363.03	6262.94	6121.22
sp|Q969K3-2|RNF34_HUMAN	RNF34	RNF34_HUMAN Isoform 2 of E3 ubiquitin-protein ligase RNF34	125	10	C	UR	386.015	590.961	488.9	760.101	557.183	506.4	768.627	1106.17	876.177	734.069	719.736
sp|Q6UB99|ANR11_HUMAN	ANKRD11	ANR11_HUMAN Ankyrin repeat domain-containing protein 11	126	25	C	UR	2941.51	3532.85	2636.47	2250.85	2023.37	4258.97	4089.84	3970.32	4010.69	3844.06	3918.4
sp|Q6UB98|ANR12_HUMAN	ANKRD12	ANR12_HUMAN Ankyrin repeat domain-containing protein 12	126	6	C	UR	682.322	594.088	627.389	809.105	557.228	499.926	733.208	608.57	766.264	747.855	706.566
sp|P26641|EF1G_HUMAN	EEF1G	EF1G_HUMAN Elongation factor 1-gamma	127	342	C	UR	25759.9	28239.4	72734.6	28643.5	38320.6	53776.7	62866.5	92772	54821.5	46955.3	47489.5
sp|Q9C086|IN80B_HUMAN	INO80B	IN80B_HUMAN INO80 complex subunit B	128	7	C	UR	554.417	460.904	468.655	427.315	525.675	814.085	629.886	551.485	525.486	661.73	643.252
sp|P20810-6|ICAL_HUMAN	CAST	ICAL_HUMAN Isoform 6 of Calpastatin	129	286	C	UR	46162.1	42602.5	58812.8	49640.1	46246.4	48726.2	70396.2	53437.7	74621.4	45104.5	52049.6
sp|Q13608|PEX6_HUMAN	PEX6	PEX6_HUMAN Peroxisome assembly factor 2	130	58	C	UR	11016.6	7281.07	4384.13	6959.83	4499.87	3194.11	5514.02	2529.98	3112.86	3563.12	3909.44
sp|Q8IWX5|SGPP2_HUMAN	SGPP2	SGPP2_HUMAN Sphingosine-1-phosphate phosphatase 2	131	3	C	UR	2173.84	83.7323	196.906	108.013	566.229	204.386	628.359	69.6292	170.856	116.607	144.414
sp|Q6NSJ0|K1161_HUMAN	KIAA1161	K1161_HUMAN Uncharacterized family 31 glucosidase KIAA1161	132	25	C	UR	2130.17	2915.78	5986.18	3495.6	1791.43	1031.03	1795.69	1122.16	2489.96	2390.05	2683.8
sp|P13804|ETFA_HUMAN	ETFA	ETFA_HUMAN Electron transfer flavoprotein subunit alpha, mitochondrial	133	193	C	UR	89680.9	32289	86995.6	29370	60266	18450.4	17475.1	14440.3	15661.2	21207.5	19637
sp|Q14642|I5P1_HUMAN	INPP5A	I5P1_HUMAN Type I inositol 1,4,5-trisphosphate 5-phosphatase	134	25	C	UR	3080.08	2281.03	5635.37	3028.3	7123	3943.27	4069.07	3139.61	3335.78	3747.12	3460.08
sp|Q8N5W9|F101B_HUMAN	FAM101B	F101B_HUMAN Protein FAM101B	135	4	C	UR	269.404	227.621	223.873	387.178	258.539	661.423	441.366	3857.2	1439.85	1049.23	1200.85
sp|P31350-2|RIR2_HUMAN	RRM2	RIR2_HUMAN Isoform 2 of Ribonucleoside-diphosphate reductase subunit M2	136	89	C	UR	4773.83	5546.28	8152.7	17551.5	7825.09	16290.5	17666.5	21731.2	27311.6	19441.3	23319.3
sp|Q7LG56-6|RIR2B_HUMAN	RRM2B	RIR2B_HUMAN Isoform 6 of Ribonucleoside-diphosphate reductase subunit M2 B	136	24	C	UR	5489.12	5199.6	4699.83	6274.75	8279.97	1883.72	2798.83	2999.17	5780.74	6942.88	6211.01
sp|Q8NDA8|MROH1_HUMAN	MROH1	MROH1_HUMAN Maestro heat-like repeat-containing protein family member 1	137	35	C	UR	2760.52	1945.27	3680.44	3750.6	11180.9	3454.8	2215.05	2746.82	1977.03	3918.99	3762.99
sp|P49848-3|TAF6_HUMAN	TAF6	TAF6_HUMAN Isoform 3 of Transcription initiation factor TFIID subunit 6	138	42	C	UR	5497.15	6103.84	5753.7	6530.17	5741.11	8404.99	7626.19	6988.57	5547.35	6927.82	7722.6
sp|Q16643-3|DREB_HUMAN	DBN1	DREB_HUMAN Isoform 3 of Drebrin	139	214	C	UR	10320.2	33201.8	16645.9	17879.3	11862.2	21295.8	48706.5	41612.7	27150.8	19833.7	21299.8
sp|Q8TF74|WIPF2_HUMAN	WIPF2	WIPF2_HUMAN WAS/WASL-interacting protein family member 2	140	58	C	UR	4756.7	5159.73	28580.3	8067.11	6963.89	5527.55	5514.37	3303.64	7038.25	7852.54	10544.9
sp|Q96L73|NSD1_HUMAN	NSD1	NSD1_HUMAN Histone-lysine N-methyltransferase, H3 lysine-36 and H4 lysine-20 specific	141	72	C	UR	7106.78	10291.9	6380.47	8276.39	8843.8	15347.5	10743.4	18195.9	10567	11583.2	12283
sp|O96028|NSD2_HUMAN	WHSC1	NSD2_HUMAN Histone-lysine N-methyltransferase NSD2	141	112	C	UR	6821.78	8948.41	4250.92	15260.8	12271.9	44158.7	19191.3	32808.2	26465.3	19155.1	19579.9
sp|Q9BZ95|NSD3_HUMAN	WHSC1L1	NSD3_HUMAN Histone-lysine N-methyltransferase NSD3	141	97	C	UR	10011.3	59518.4	6006.43	21279.1	6256.79	10481.6	14911.6	18819.6	14023	12055.5	12342.1
sp|P53618|COPB_HUMAN	COPB1	COPB_HUMAN Coatomer subunit beta	142	296	C	UR	53606.9	47937.4	71262.3	73200.2	70140.3	37493.8	42778.4	46819.6	52095.3	70155.1	60301.5
sp|Q92506|DHB8_HUMAN	HSD17B8	DHB8_HUMAN Estradiol 17-beta-dehydrogenase 8	143	40	C	UR	6362.11	17839.1	15708.2	4175.1	1527.96	2773.1	4533.64	2597.22	4816.08	3723.26	3560.77
sp|Q8TCY9|URGCP_HUMAN	URGCP	URGCP_HUMAN Up-regulator of cell proliferation	144	24	C	UR	2045.92	3170.34	2807.42	3804.23	2285.91	3577.25	2536.21	2593.17	3733.77	4031.4	3970.41
sp|O14981|BTAF1_HUMAN	BTAF1	BTAF1_HUMAN TATA-binding protein-associated factor 172	145	96	C	UR	10641.6	18686.1	13086.9	16627.4	14990.6	21865	17590.3	19429.3	11695.8	18225.9	16318.4
sp|Q99569|PKP4_HUMAN	PKP4	PKP4_HUMAN Plakophilin-4	146	66	C	UR	8412.79	16686.4	9515.84	9847.5	10984.8	8203.46	5697.21	7333.27	6779.18	7294.29	7566.5
sp|Q99569-2|PKP4_HUMAN	PKP4	PKP4_HUMAN Isoform 2 of Plakophilin-4	146	1	C	UR	58.6636	197.219	53.2604	86.6143	103.161	70.825	45.275	36.8857	68.447	7.04461	93.3809
sp|Q9UQB3|CTND2_HUMAN	CTNND2	CTND2_HUMAN Catenin delta-2	146	11	C	UR	870.903	1680.61	976.019	1030.75	1511.66	665.849	555.095	607.458	631.688	662.492	698.353
sp|O95801|TTC4_HUMAN	TTC4	TTC4_HUMAN Tetratricopeptide repeat protein 4	147	43	C	UR	3071.35	2779.24	3155.81	4272.16	6988.84	10145.3	7782.83	11742.9	10278.2	6179.65	6252.78
sp|Q7L0Y3|MRRP1_HUMAN	TRMT10C	MRRP1_HUMAN Mitochondrial ribonuclease P protein 1	148	129	C	UR	34315.2	13490.1	61696.2	19480.6	33216.7	19071.2	44131.9	11336.9	17136.6	25355.4	25532.8
